#==================================================================
# OMERE 5.6.1.30196 - Orbit
#
# File: C:\Users\giorg\Documents\OMERE 5.6\orbit.dat
# Creation: 13/01/2025 03:11:53
#==================================================================

# Number of segment(s) in the mission: 1

#*************************************************************
# Segment : 1/1
#*************************************************************
# Name :                                AEOLUS Orbit
# Duration :                            5 year(s)
# Perigee :                             320.000000km
# Apogee :                              320.000000km
# Inclination :                         97.000°
# Argument of Perigee :                 0.000°
# Longitude of Ascending node :         0.000°
# (with respect to Greenwich)
# True Anomaly :                        0.000°
# Period :                              5455.596s
# Number of orbits :                    100
# Number of points per orbit :          100


#      altitude      latitude     longitude         time
#          (km)           (°)           (°)          (s)
    321.659053        16.186       116.930      317111.0
    322.438551        19.751       116.218      317165.5
    323.345271        23.316       115.484      317220.1
    324.365002        26.879       114.722      317274.6
    325.481754        30.439       113.925      317329.2
    326.678005        33.997       113.085      317383.8
    327.934978        37.551       112.192      317438.3
    329.232931        41.102       111.232      317492.9
    330.551465        44.647       110.188      317547.5
    331.869846        48.186       109.037      317602.0
    333.167329        51.716       107.750      317656.6
    334.423485        55.235       106.283      317711.1
    335.618525        58.739       104.576      317765.7
    336.733612        62.222       102.537      317820.3
    337.751157        65.676       100.028      317874.8
    338.655106        69.085        96.822      317929.4
    339.431186        72.423        92.529      317983.9
    340.067143        75.642        86.445      318038.5
    340.552927        78.638        77.218      318093.1
    340.880864        81.181        62.334      318147.6
    341.045770        82.778        38.746      318202.2
    341.045038        82.770         9.635      318256.8
    340.878679        81.162       -13.873      318311.3
    340.549324        78.613       -28.693      318365.9
    340.062178        75.614       -37.883      318420.4
    339.424939        72.394       -43.947      318475.0
    338.647675        69.055       -48.227      318529.6
    337.742659        65.646       -51.426      318584.1
    336.724181        62.192       -53.930      318638.7
    335.608311        58.708       -55.965      318693.2
    334.412648        55.204       -57.670      318747.8
    333.156039        51.685       -59.135      318802.4
    331.858282        48.155       -60.421      318856.9
    330.539809        44.616       -61.570      318911.5
    329.221366        41.071       -62.614      318966.1
    327.923686        37.520       -63.573      319020.6
    326.667163        33.966       -64.466      319075.2
    325.471533        30.408       -65.306      319129.7
    324.355562        26.847       -66.102      319184.3
    323.336760        23.284       -66.864      319238.9
    322.431102        19.720       -67.597      319293.4
    321.652784        16.154       -68.309      319348.0
    321.013999        12.588       -69.003      319402.5
    320.524753         9.020       -69.685      319457.1
    320.192707         5.452       -70.357      319511.7
    320.023058         1.883       -71.025      319566.2
    320.018463        -1.685       -71.690      319620.8
    320.178993        -5.254       -72.358      319675.4
    320.502136        -8.822       -73.030      319729.9
    320.982833       -12.389       -73.711      319784.5
    321.613556       -15.956       -74.405      319839.0
    322.384427       -19.522       -75.115      319893.6
    323.283370       -23.087       -75.847      319948.2
    324.296293       -26.649       -76.607      320002.7
    325.407315       -30.210       -77.401      320057.3
    326.599004       -33.768       -78.238      320111.8
    327.852656       -37.323       -79.128      320166.4
    329.148581       -40.874       -80.083      320221.0
    330.466413       -44.419       -81.122      320275.5
    331.785430       -47.958       -82.264      320330.1
    333.084877       -51.489       -83.542      320384.6
    334.344297       -55.009       -84.996      320439.2
    335.543848       -58.514       -86.685      320493.8
    336.664623       -61.999       -88.698      320548.3
    337.688945       -65.455       -91.171      320602.9
    338.600652       -68.867       -94.324      320657.5
    339.385351       -72.211       -98.530      320712.0
    340.030650       -75.440      -104.468      320766.6
    340.526354       -78.455      -113.431      320821.1
    340.864630       -81.039      -127.850      320875.7
    341.040131       -82.718      -150.849      320930.3
    341.050084       -82.824      -179.936      320984.8
    340.894331       -81.301       155.975      321039.4
    340.575333       -78.794       140.678      321093.9
    340.098134       -75.815       131.216      321148.5
    339.470273       -72.606       125.000      321203.1
    338.701671       -69.272       120.631      321257.6
    337.804466       -65.866       117.376      321312.2
    336.792821       -62.415       114.836      321366.8
    335.682703       -58.933       112.776      321421.3
    334.491618       -55.430       111.053      321475.9
    333.238343       -51.912       109.574      321530.4
    331.942624       -48.382       108.278      321585.0
    330.624861       -44.844       107.121      321639.6
    329.305790       -41.299       106.072      321694.1
    328.006155       -37.749       105.107      321748.7
    326.746381       -34.194       104.210      321803.2
    325.546256       -30.637       103.368      321857.8
    324.424618       -27.076       102.569      321912.4
    323.399066       -23.514       101.805      321966.9
    322.485681       -19.949       101.070      322021.5
    321.698780       -16.384       100.357      322076.1
    321.050692       -12.817        99.662      322130.6
    320.551569        -9.249        98.979      322185.2
    320.209225        -5.681        98.306      322239.7
    320.029020        -2.113        97.639      322294.3
    320.013776         1.456        96.973      322348.9
    320.163730         5.024        96.306      322403.4
    320.476536         8.592        95.634      322458.0
    320.947296        12.160        94.954      322512.5
    321.568640        15.727        94.261      322567.1
    322.330835        19.293        93.552      322621.7
    323.221941        22.857        92.821      322676.2
    324.227991        26.420        92.063      322730.8
    325.333210        29.981        91.272      322785.4
    326.520261        33.539        90.438      322839.9
    327.770510        37.094        89.552      322894.5
