#==================================================================
# OMERE 5.6.1.30196 - Orbit
#
# File: C:\Users\giorg\Documents\OMERE 5.6\orbit.dat
# Creation: 13/01/2025 03:11:53
#==================================================================

# Number of segment(s) in the mission: 1

#*************************************************************
# Segment : 1/1
#*************************************************************
# Name :                                AEOLUS Orbit
# Duration :                            5 year(s)
# Perigee :                             320.000000km
# Apogee :                              320.000000km
# Inclination :                         97.000°
# Argument of Perigee :                 0.000°
# Longitude of Ascending node :         0.000°
# (with respect to Greenwich)
# True Anomaly :                        0.000°
# Period :                              5455.596s
# Number of orbits :                    100
# Number of points per orbit :          100


#      altitude      latitude     longitude         time
#          (km)           (°)           (°)          (s)
    340.511666        78.355      -122.356      279845.5
    340.855541        80.960      -136.528      279900.1
    341.036786        82.682      -159.205      279954.6
    341.052534        82.851       171.745      280009.2
    340.902538        81.375       147.347      280063.8
    340.589168        78.891       131.783      280118.3
    340.117377        75.924       122.170      280172.9
    339.494622        72.720       115.870      280227.4
    338.730739        69.390       111.451      280282.0
    337.837795        65.986       108.165      280336.6
    336.829886        62.536       105.604      280391.1
    335.722918        59.055       103.530      280445.7
    334.534349        55.553       101.797      280500.3
    333.282917        52.035       100.312      280554.8
    331.988339        48.505        99.010      280609.4
    330.670997        44.967        97.849      280663.9
    329.351621        41.423        96.796      280718.5
    328.050961        37.873        95.829      280773.1
    326.789459        34.318        94.930      280827.6
    325.586928        30.761        94.086      280882.2
    324.462246        27.201        93.285      280936.7
    323.433060        23.638        92.521      280991.3
    322.515508        20.074        91.784      281045.9
    321.723973        16.508        91.071      281100.4
    321.070856        12.942        90.375      281155.0
    320.566388         9.374        89.692      281209.6
    320.218467         5.806        89.019      281264.1
    320.032541         2.238        88.351      281318.7
    320.011520        -1.331        87.686      281373.2
    320.155733        -4.900        87.019      281427.8
    320.462922        -8.468        86.347      281482.4
    320.928280       -12.035        85.667      281536.9
    321.544518       -15.602        84.975      281591.5
    322.301986       -19.168        84.266      281646.0
    323.188817       -22.733        83.536      281700.6
    324.191111       -26.296        82.780      281755.2
    325.293153       -29.857        81.989      281809.7
    326.477654       -33.415        81.157      281864.3
    327.726023       -36.970        80.273      281918.8
    329.018654       -40.521        79.325      281973.4
    330.335235       -44.068        78.296      282028.0
    331.655064       -47.607        77.164      282082.5
    332.957375       -51.139        75.902      282137.1
    334.221666       -54.660        74.468      282191.7
    335.428022       -58.167        72.805      282246.2
    336.557427       -61.654        70.829      282300.8
    337.592071       -65.113        68.410      282355.3
    338.515628       -68.531        65.338      282409.9
    339.313520       -71.884        61.261      282464.5
    339.973147       -75.127        55.539      282519.0
    340.484086       -78.170        46.961      282573.6
    340.838266       -80.813        33.232      282628.1
    341.030089       -82.612        11.152      282682.7
    341.056521       -82.894       -17.788      282737.3
    340.917145       -81.507       -42.745      282791.8
    340.614165       -79.069       -58.810      282846.4
    340.152369       -76.124       -68.712      282901.0
    339.539055       -72.931       -75.172      282955.5
    338.783912       -69.607       -79.684      283010.1
    337.898868       -66.207       -83.028      283064.6
    336.897895       -62.759       -85.627      283119.2
    335.796790       -59.280       -87.727      283173.8
    334.612920       -55.778       -89.479      283228.3
    333.364948       -52.261       -90.978      283282.9
    332.072537       -48.733       -92.290      283337.4
    330.756038       -45.195       -93.460      283392.0
    329.436167       -41.651       -94.518      283446.6
    328.133683       -38.101       -95.490      283501.1
    326.869056       -34.547       -96.393      283555.7
    325.662151       -30.990       -97.241      283610.3
    324.531915       -27.430       -98.044      283664.8
    323.496081       -23.867       -98.810      283719.4
    322.570894       -20.303       -99.548      283773.9
    321.770855       -16.738      -100.263      283828.5
    321.108500       -13.171      -100.960      283883.1
    320.594205        -9.604      -101.643      283937.6
    320.236021        -6.036      -102.317      283992.2
    320.039557        -2.467      -102.985      284046.7
    320.007889         1.101      -103.651      284101.3
    320.141511         4.670      -104.318      284155.9
    320.438333         8.238      -104.989      284210.4
    320.893707        11.806      -105.668      284265.0
    321.500503        15.373      -106.359      284319.6
    322.249219        18.939      -107.067      284374.1
    323.128124        22.504      -107.795      284428.7
    324.123444        26.067      -108.550      284483.2
    325.219573        29.628      -109.338      284537.8
    326.399316        33.186      -110.167      284592.4
    327.644157        36.742      -111.048      284646.9
    328.934546        40.293      -111.991      284701.5
    330.250206        43.840      -113.015      284756.0
    331.570452        47.380      -114.138      284810.6
    332.874512        50.912      -115.391      284865.2
    334.141857        54.434      -116.813      284919.7
    335.352524        57.942      -118.459      284974.3
    336.487430        61.431      -120.411      285028.9
    337.528680        64.892      -122.797      285083.4
    338.459843        68.313      -125.818      285138.0
    339.266222        71.671      -129.816      285192.5
    339.935082        74.923      -135.404      285247.1
    340.455858        77.983      -143.743      285301.7
    340.820319        80.662      -157.045      285356.2
    341.022706        82.535      -178.525      285410.8
    341.059820        82.930       152.699      285465.3
    340.931074        81.636       127.203      285519.9
    340.638503        79.246       110.622      285574.5
    340.186732        76.322       100.421      285629.0
    339.582900        73.141        93.795      285683.6
    338.836546        69.824        89.186      285738.1
    337.959460        66.427        85.782      285792.7
    336.965489        62.982        83.144      285847.3
    335.870319        59.504        81.017      285901.8
    334.691224        56.004        79.246      285956.4
    333.446794        52.488        77.733      286011.0
    332.156635        48.960        76.410      286065.5
    330.841065        45.423        75.233      286120.1
    329.520785        41.879        74.168      286174.6
    328.216561        38.330        73.191      286229.2
    326.948892        34.776        72.284      286283.8
    325.737692        31.219        71.433      286338.3
    324.601975        27.659        70.628      286392.9
    323.559561        24.097        69.859      286447.4
    322.626798        20.533        69.119      286502.0
    321.818308        16.967        68.403      286556.6
    321.146759        13.401        67.705      286611.1
    320.622669         9.833        67.021      286665.7
    320.254246         6.265        66.347      286720.3
    320.047257         2.697        65.678      286774.8
    320.004943        -0.872        65.013      286829.4
    320.127966        -4.440        64.346      286883.9
    320.414400        -8.009        63.675      286938.5
    320.859762       -11.576        62.997      286993.1
    321.457077       -15.143        62.306      287047.6
    322.196992       -18.709        61.600      287102.2
    323.067915       -22.274        60.873      287156.7
    324.056196       -25.837        60.120      287211.3
    325.146341       -29.399        59.334      287265.9
    326.321249       -32.957        58.508      287320.4
    327.562480       -36.513        57.631      287375.0
    328.850542       -40.065        56.692      287429.6
    330.165197       -43.612        55.675      287484.1
    331.485774       -47.152        54.558      287538.7
    332.791497       -50.685        53.314      287593.2
    334.061813       -54.208        51.905      287647.8
    335.276712       -57.717        50.276      287702.4
    336.417046       -61.207        48.346      287756.9
    337.464833       -64.670        45.994      287811.5
    338.403541       -68.094        43.022      287866.0
    339.218354       -71.457        39.102      287920.6
    339.896404       -74.718        33.643      287975.2
    340.426981       -77.795        25.533      288029.7
    340.801700       -80.507        12.644      288084.3
    341.014639       -82.451        -8.238      288138.9
    341.062432       -82.959       -36.797      288193.4
    340.944324       -81.760       -62.810      288248.0
    340.662182       -79.420       -79.920      288302.5
    340.220465       -76.520       -90.433      288357.1
    339.626154       -73.351       -97.230      288411.7
    338.888639       -70.040      -101.939      288466.2
    338.019568       -66.647      -105.404      288520.8
    337.032663       -63.205      -108.083      288575.3
    335.943500       -59.729      -110.237      288629.9
    334.769258       -56.230      -112.028      288684.5
    333.528450       -52.715      -113.555      288739.0
    332.240629       -49.187      -114.889      288793.6
    330.926072       -45.651      -116.074      288848.1
    329.605469       -42.107      -117.146      288902.7
    328.299591       -38.558      -118.128      288957.3
    327.028963       -35.005      -119.039      289011.8
    325.813546       -31.448      -119.893      289066.4
    324.672422       -27.888      -120.701      289121.0
    323.623495       -24.326      -121.472      289175.5
    322.683218       -20.762      -122.213      289230.1
    321.866329       -17.197      -122.931      289284.6
    321.185628       -13.630      -123.630      289339.2
    320.651779       -10.063      -124.315      289393.8
    320.273140        -6.495      -124.989      289448.3
    320.055639        -2.926      -125.658      289502.9
    320.002682         0.642      -126.324      289557.4
    320.115098         4.211      -126.990      289612.0
    320.391126         7.779      -127.661      289666.6
    320.826446        11.347      -128.339      289721.1
    321.414242        14.914      -129.028      289775.7
    322.145308        18.480      -129.733      289830.3
    323.008191        22.045      -130.459      289884.8
    323.989370        25.608      -131.210      289939.4
    325.073460        29.170      -131.993      289993.9
    326.243456        32.728      -132.817      290048.5
    327.480997        36.284      -133.690      290103.1
    328.766649        39.836      -134.624      290157.6
    330.080212        43.384      -135.636      290212.2
    331.401034        46.925      -136.746      290266.7
    332.708336        50.458      -137.980      290321.3
    333.981539        53.982      -139.377      290375.9
    335.200591        57.491      -140.990      290430.4
    336.346277        60.983      -142.898      290485.0
    337.400533        64.448      -145.218      290539.6
    338.346726        67.876      -148.142      290594.1
    339.169919        71.243      -151.987      290648.7
    339.857115        74.512      -157.321      290703.2
    340.397458        77.605      -165.211      290757.8
    340.782410        80.350      -177.701      290812.4
    341.005886        82.362       162.012      290866.9
    341.064356        82.980       133.720      290921.5
    340.956894        81.879       107.218      290976.0
    340.685199        79.592        89.566      291030.6
    340.253565        76.717        78.729      291085.2
    339.668814        73.560        71.753      291139.7
    338.940186        70.256        66.941      291194.3
    338.079187        66.867        63.412      291248.9
    337.099414        63.427        60.692      291303.4
    336.016328        59.953        58.510      291358.0
    334.847016        56.456        56.700      291412.5
    333.609912        52.941        55.157      291467.1
    332.324511        49.415        53.813      291521.7
    331.011054        45.879        52.619      291576.2
    329.690215        42.335        51.541      291630.8
    328.382767        38.787        50.553      291685.3
    327.109262        35.233        49.638      291739.9
    325.889708        31.677        48.781      291794.5
    324.743250        28.117        47.970      291849.0
    323.687880        24.555        47.197      291903.6
    322.740149        20.991        46.454      291958.2
    321.914914        17.426        45.736      292012.7
    321.225107        13.860        45.036      292067.3
    320.681531        10.292        44.350      292121.8
    320.292701         6.724        43.674      292176.4
    320.064704         3.156        43.006      292231.0
    320.001107        -0.413        42.340      292285.5
    320.102908        -3.981        41.673      292340.1
    320.368513        -7.549        41.003      292394.6
    320.793763       -11.117        40.326      292449.2
    321.372000       -14.684        39.637      292503.8
    322.094170       -18.251        38.933      292558.3
    322.948958       -21.816        38.209      292612.9
    323.922970       -25.379        37.460      292667.4
    325.000934       -28.941        36.679      292722.0
    326.165943       -32.500        35.858      292776.6
    327.399713       -36.056        34.989      292831.1
    328.682872       -39.608        34.059      292885.7
    329.995257       -43.155        33.052      292940.3
    331.316238       -46.697        31.950      292994.8
    332.625033       -50.231        30.724      293049.4
    333.901041       -53.755        29.339      293103.9
    335.124166       -57.266        27.742      293158.5
    336.275130       -60.759        25.857      293213.1
    337.335786       -64.226        23.567      293267.6
    338.289400       -67.657        20.690      293322.2
    339.120920       -71.029        16.918      293376.7
    339.817217       -74.306        11.704      293431.3
    340.367291       -77.414         4.027      293485.9
    340.762450       -80.190        -8.079      293540.4
    340.996450       -82.267       -27.776      293595.0
    341.065592       -82.994       -55.753      293649.6
    340.968783       -81.994       -82.713      293704.1
    340.707553       -79.761      -100.921      293758.7
    340.286031       -76.912      -112.094      293813.2
    339.710879       -73.768      -119.256      293867.8
    338.991184       -70.471      -124.175      293922.4
    338.138314       -67.087      -127.768      293976.9
    337.165736       -63.650      -130.530      294031.5
    336.088799       -60.177      -132.742      294086.0
    334.924493       -56.681      -134.572      294140.6
    333.691174       -53.168      -136.129      294195.2
    332.408277       -49.642      -137.485      294249.7
    331.096006       -46.106      -138.687      294304.3
    329.775016       -42.564      -139.772      294358.9
    328.466083       -39.015      -140.765      294413.4
    327.189785       -35.462      -141.684      294468.0
    325.966173       -31.906      -142.544      294522.5
    324.814457       -28.346      -143.358      294577.1
    323.752711       -24.784      -144.133      294631.7
    322.797588       -21.221      -144.878      294686.2
    321.964061       -17.655      -145.598      294740.8
    321.265191       -14.089      -146.299      294795.3
    320.711926       -10.522      -146.986      294849.9
    320.312930        -6.954      -147.662      294904.5
    320.074449        -3.385      -148.331      294959.0
    320.000218         0.183      -148.997      295013.6
    320.091398         3.752      -149.663      295068.2
    320.346561         7.320      -150.333      295122.7
    320.761714        10.888      -151.009      295177.3
    321.330356        14.455      -151.697      295231.8
    322.043582        18.021      -152.400      295286.4
    322.890220        21.586      -153.123      295341.0
    323.857001        25.150      -153.870      295395.5
    324.928770        28.711      -154.649      295450.1
    326.088716        32.271      -155.467      295504.6
    327.318635        35.827      -156.333      295559.2
    328.599215        39.379      -157.259      295613.8
    329.910338        42.927      -158.260      295668.3
    331.231391        46.469      -159.355      295722.9
    332.541594        50.004      -160.572      295777.4
    333.820324        53.529      -161.945      295832.0
    335.047441        57.041      -163.527      295886.6
    336.203608        60.535      -165.391      295941.1
    337.270595        64.004      -167.649      295995.7
    338.231568        67.437      -170.481      296050.3
    339.071361        70.814      -174.183      296104.8
    339.776713        74.099      -179.280      296159.4
    340.336482        77.222       173.248      296213.9
    340.741823        80.027       161.512      296268.5
    340.986331        82.166       142.396      296323.1
    341.066141        83.000       114.779      296377.6
    340.979991        82.103        87.396      296432.2
    340.729242        79.928        68.621      296486.7
    340.317860        77.107        57.100      296541.3
    339.752344        73.976        49.745      296595.9
    339.041630        70.686        44.716      296650.4
    338.196945        67.307        41.055      296705.0
    337.231626        63.872        38.249      296759.6
    336.160908        60.402        36.008      296814.1
    335.001683        56.907        34.157      296868.7
    333.772230        53.394        32.585      296923.2
    332.491921        49.869        31.218      296977.8
    331.180922        46.334        30.007      297032.4
    329.859867        42.792        28.915      297086.9
    328.549535        39.244        27.918      297141.5
    327.270527        35.691        26.994      297196.0
    326.042935        32.135        26.130      297250.6
    324.886036        28.575        25.314      297305.2
    323.817984        25.014        24.536      297359.7
    322.855531        21.450        23.790      297414.3
    322.013766        17.885        23.068      297468.9
    321.305879        14.319        22.366      297523.4
    320.742960        10.751        21.679      297578.0
    320.333823         7.183        21.002      297632.5
    320.084876         3.615        20.333      297687.1
    320.000014         0.047        19.667      297741.7
    320.080567        -3.522        19.001      297796.2
    320.325272        -7.090        18.331      297850.8
    320.730301       -10.658        17.655      297905.3
    321.289310       -14.225        16.968      297959.9
    321.993547       -17.792        16.266      298014.5
    322.831979       -21.357        15.545      298069.0
    323.791467       -24.921        14.800      298123.6
    324.856971       -28.482        14.023      298178.2
    326.011778       -32.042        13.208      298232.7
    327.237766       -35.598        12.345      298287.3
    328.515686       -39.151        11.424      298341.8
    329.825460       -42.699        10.428      298396.4
    331.146499       -46.242         9.339      298451.0
    332.458025       -49.777         8.131      298505.5
    333.739392       -53.302         6.769      298560.1
    334.970423       -56.815         5.203      298614.6
    336.131717       -60.311         3.361      298669.2
    337.204965       -63.782         1.132      298723.8
    338.173234       -67.218        -1.656      298778.3
    339.021245       -70.599        -5.290      298832.9
    339.735605       -73.892       -10.274      298887.5
    340.305032       -77.028       -17.549      298942.0
    340.720529       -79.861       -28.928      298996.6
    340.975529       -82.059       -47.471      299051.1
    341.066001       -82.998       -74.688      299105.7
    340.990516       -82.207      -102.456      299160.3
    340.750266       -80.093      -121.806      299214.8
    340.349050       -77.300      -133.690      299269.4
    339.793207       -74.183      -141.245      299323.9
    339.091521       -70.901      -146.388      299378.5
    338.255076       -67.526      -150.119      299433.1
    337.297078       -64.094      -152.969      299487.6
    336.232650       -60.626      -155.240      299542.2
    335.078583       -57.132      -157.112      299596.7
    333.853075       -53.621      -158.700      299651.3
    332.575438       -50.096      -160.078      299705.9
    331.265796       -46.562      -161.298      299760.4
    329.944762       -43.020      -162.397      299815.0
    328.633117       -39.472      -163.400      299869.6
    327.351481       -35.920      -164.328      299924.1
    326.119991       -32.363      -165.195      299978.7
    324.957984       -28.804      -166.014      300033.2
    323.883695       -25.243      -166.794      300087.8
    322.913974       -21.679      -167.542      300142.4
    322.064025       -18.114      -168.265      300196.9
    321.347168       -14.548      -168.968      300251.5
    320.774631       -10.981      -169.657      300306.0
    320.355381        -7.413      -170.334      300360.6
    320.095982        -3.845      -171.004      300415.2
    320.000496        -0.276      -171.670      300469.7
    320.070416         3.292      -172.336      300524.3
    320.304648         6.861      -173.005      300578.9
    320.699526        10.429      -173.680      300633.4
    321.248867        13.996      -174.367      300688.0
    321.944068        17.562      -175.067      300742.5
    322.774240        21.128      -175.787      300797.1
    323.726373        24.691      -176.531      300851.7
    324.785542        28.253      -177.305      300906.2
    325.935135        31.813      -178.118      300960.8
    327.157112        35.369      -178.977      301015.3
    328.432288        38.923      -179.894      301069.9
    329.740629        42.471       179.115      301124.5
    331.061568        46.014       178.033      301179.0
    332.374330        49.550       176.834      301233.6
    333.658252        53.076       175.483      301288.2
    334.893116        56.590       173.932      301342.7
    336.059461        60.087       172.110      301397.3
    337.138899        63.560       169.910      301451.8
    338.114402        66.998       167.166      301506.4
    338.970574        70.384       163.599      301561.0
    339.693897        73.684       158.723      301615.5
    340.272945        76.833       151.637      301670.1
    340.698570        79.693       140.603      301724.6
    340.964045        81.948       122.621      301779.2
    341.065174        82.989        95.843      301833.8
    341.000358        82.306        67.733      301888.3
    340.770623        80.255        47.797      301942.9
    340.379599        77.492        35.537      301997.5
    339.833466        74.390        27.775      302052.0
    339.140853        71.116        22.513      302106.6
    338.312703        67.745        18.711      302161.1
    337.362090        64.316        15.815      302215.7
    336.304021        60.850        13.513      302270.3
    335.155187        57.358        11.619      302324.8
    333.933704        53.847        10.016      302379.4
    332.658823        50.323         8.626      302433.9
    331.350623        46.789         7.397      302488.5
    330.029696        43.248         6.292      302543.1
    328.716823        39.700         5.283      302597.6
    327.432644        36.148         4.351      302652.2
    326.197335        32.592         3.480      302706.8
    325.030295        29.033         2.658      302761.3
    323.949839        25.472         1.876      302815.9
    322.972914        21.909         1.126      302870.4
    322.114837        18.344         0.401      302925.0
    321.389055        14.778        -0.303      302979.6
    320.806937        11.210        -0.992      303034.1
    320.377601         7.643        -1.670      303088.7
    320.107769         4.074        -2.340      303143.2
    320.001663         0.506        -3.006      303197.8
    320.060946        -3.063        -3.672      303252.4
    320.284690        -6.631        -4.341      303306.9
    320.669391       -10.199        -5.016      303361.5
    321.209028       -13.767        -5.701      303416.0
    321.895148       -17.333        -6.401      303470.6
    322.717006       -20.898        -7.119      303525.2
    323.661723       -24.462        -7.861      303579.7
    324.714489       -28.024        -8.634      303634.3
    325.858793       -31.584        -9.443      303688.9
    327.076679       -35.141       -10.299      303743.4
    328.349028       -38.694       -11.213      303798.0
    329.655850       -42.243       -12.198      303852.5
    330.976604       -45.786       -13.273      303907.1
    332.290516       -49.322       -14.464      303961.7
    333.576909       -52.849       -15.804      304016.2
    334.815524       -56.364       -17.340      304070.8
    335.986844       -59.862       -19.142      304125.3
    337.072403       -63.337       -21.313      304179.9
    338.055075       -66.778       -24.016      304234.5
    338.919353       -70.168       -27.519      304289.0
    339.651590       -73.475       -32.288      304343.6
    340.240222       -76.637       -39.192      304398.2
    340.675947       -79.522       -49.896      304452.7
    340.951880       -81.831       -67.327      304507.3
    341.063659       -82.972       -93.634      304561.8
    341.009517       -82.399      -122.040      304616.4
    340.790311       -80.414      -142.568      304671.0
    340.409505       -77.682      -155.217      304725.5
    339.873117       -74.596      -163.196      304780.1
    339.189624       -71.330      -168.579      304834.6
    338.369822       -67.964      -172.455      304889.2
    337.426656       -64.538      -175.398      304943.8
    336.375015       -61.074      -177.732      304998.3
    335.231489       -57.583      -179.648      305052.9
    334.014112       -54.073       178.733      305107.5
    332.742069       -50.550       177.331      305162.0
    331.435397       -47.017       176.093      305216.6
    330.114664       -43.476       174.980      305271.1
    328.800648       -39.929       173.966      305325.7
    327.514009       -36.377       173.029      305380.3
    326.274962       -32.821       172.155      305434.8
    325.102965       -29.262       171.330      305489.4
    324.016412       -25.701       170.546      305543.9
    323.032346       -22.138       169.794      305598.5
    322.166196       -18.573       169.068      305653.1
    321.431537       -15.007       168.363      305707.6
    320.839877       -11.440       167.673      305762.2
    320.400483        -7.872       166.994      305816.8
    320.120233        -4.304       166.324      305871.3
    320.003516        -0.735       165.657      305925.9
    320.052159         2.833       164.992      305980.4
    320.265399         6.402       164.323      306035.0
    320.639899         9.970       163.649      306089.6
    321.169796        13.537       162.964      306144.1
    321.846792        17.104       162.265      306198.7
    322.660282        20.669       161.548      306253.2
    323.597520        24.233       160.808      306307.8
    324.643814        27.795       160.038      306362.4
    325.782755        31.355       159.231      306416.9
    326.996472        34.912       158.378      306471.5
    328.265910        38.466       157.469      306526.0
    329.571128        42.015       156.489      306580.6
    330.891610        45.559       155.420      306635.2
    332.206588        49.095       154.237      306689.7
    333.495368        52.623       152.909      306744.3
    334.737654        56.138       151.387      306798.9
    335.913872        59.638       149.604      306853.4
    337.005480        63.114       147.461      306908.0
    337.995257        66.558       144.799      306962.5
    338.867584        69.952       141.359      307017.1
    339.608689        73.266       136.691      307071.7
    340.206865        76.440       129.964      307126.2
    340.652661        79.349       119.579      307180.8
    340.939034        81.710       102.685      307235.3
    341.061456        82.948        76.879      307289.9
    341.017992        82.486        48.226      307344.5
    340.809329        80.570        27.101      307399.0
    340.438766        77.871        14.047      307453.6
    339.912159        74.801         5.845      307508.2
    339.237830        71.544         0.334      307562.7
    338.426430        68.183        -3.617      307617.3
    337.490773        64.760        -6.609      307671.8
    336.445628        61.298        -8.975      307726.4
    335.307486        57.808       -10.914      307781.0
    334.094293        54.300       -12.550      307835.5
    332.825172        50.777       -13.964      307890.1
    331.520112        47.245       -15.211      307944.6
    330.199659        43.704       -16.331      307999.2
    328.884587        40.157       -17.351      308053.8
    327.595571        36.606       -18.292      308108.3
    326.352867        33.050       -19.170      308162.9
    325.175989        29.492       -19.997      308217.5
    324.083410        25.930       -20.784      308272.0
    323.092267        22.367       -21.538      308326.6
    322.218101        18.802       -22.265      308381.1
    321.474612        15.236       -22.972      308435.7
    320.873448        11.669       -23.663      308490.3
    320.424024         8.102       -24.341      308544.8
    320.133376         4.533       -25.012      308599.4
    320.006055         0.965       -25.679      308653.9
    320.044053        -2.604       -26.345      308708.5
    320.246776        -6.172       -27.013      308763.1
    320.611051        -9.740       -27.687      308817.6
    321.131174       -13.308       -28.371      308872.2
    321.799001       -16.874       -29.068      308926.8
    322.604071       -20.440       -29.784      308981.3
    323.533769       -24.004       -30.523      309035.9
    324.573524       -27.566       -31.291      309090.4
    325.707028       -31.126       -32.095      309145.0
    326.916496       -34.683       -32.945      309199.6
    328.182941       -38.237       -33.850      309254.1
    329.486470       -41.787       -34.825      309308.7
    330.806594       -45.331       -35.888      309363.2
    332.122552       -48.868       -37.062      309417.8
    333.413634       -52.396       -38.380      309472.4
    334.659510       -55.913       -39.888      309526.9
    335.840550       -59.413       -41.651      309581.5
    336.938135       -62.892       -43.767      309636.1
    337.934953       -66.338       -46.389      309690.6
    338.815272       -69.736       -49.768      309745.2
    339.565195       -73.056       -54.338      309799.7
    340.172876       -76.242       -60.895      309854.3
    340.628715       -79.174       -70.974      309908.9
    340.925509       -81.584       -87.344      309963.4
    341.058565       -82.916      -112.624      310018.0
    341.025782       -82.567      -141.472      310072.5
    340.827676       -80.723      -163.196      310127.1
    340.467381       -78.059      -176.669      310181.7
    339.950589       -75.005       174.896      310236.2
    339.285467       -71.757       169.254      310290.8
    338.482523       -68.401       165.224      310345.3
    337.554436       -64.982       162.183      310399.9
    336.515856       -61.521       159.784      310454.5
    335.383171       -58.033       157.821      310509.0
    334.174243       -54.526       156.169      310563.6
    332.908126       -51.004       154.742      310618.2
    331.604764       -47.472       153.486      310672.7
    330.284677       -43.932       152.359      310727.3
    328.968633       -40.386       151.333      310781.8
    327.677325       -36.834       150.388      310836.4
    326.431044       -33.279       149.506      310891.0
    325.249363       -29.721       148.675      310945.5
    324.150828       -26.160       147.886      311000.1
    323.152673       -22.597       147.131      311054.6
    322.270547       -19.032       146.402      311109.2
    321.518277       -15.466       145.694      311163.8
    320.907648       -11.899       145.002      311218.3
    320.448223        -8.331       144.323      311272.9
    320.147195        -4.763       143.651      311327.5
    320.009278        -1.195       142.984      311382.0
    320.036630         2.374       142.319      311436.6
    320.228823         5.942       141.651      311491.1
    320.582849         9.511       140.977      311545.7
    321.093164        13.078       140.294      311600.3
    321.751779        16.645       139.598      311654.8
    322.548376        20.210       138.883      311709.4
    323.470475        23.774       138.146      311763.9
    324.503622        27.337       137.380      311818.5
    325.631615        30.897       136.578      311873.1
    326.836756        34.454       135.732      311927.6
    328.100126        38.009       134.831      311982.2
    329.401881        41.558       133.861      312036.8
    330.721561        45.103       132.805      312091.3
    332.038412        48.641       131.638      312145.9
    333.331712        52.169       130.331      312200.4
    334.581097        55.687       128.837      312255.0
    335.766881        59.189       127.093      312309.6
    336.870372        62.669       125.003      312364.1
    337.874165        66.117       122.420      312418.7
    338.762419        69.519       119.100      312473.2
    339.521111        72.845       114.626      312527.8
    340.138258        76.043       108.232      312582.4
    340.604110        78.997        98.448      312636.9
    340.911305        81.454        82.588      312691.5
    341.054987        82.877        57.856      312746.1
    341.032886        82.641        28.864      312800.6
    340.845351        80.873         6.542      312855.2
    340.495346        78.245        -7.365      312909.7
    339.988403        75.209       -16.042      312964.3
    339.332533        71.970       -21.820      313018.9
    338.538097        68.619       -25.931      313073.4
    337.617640        65.203       -29.023      313128.0
    336.585694        61.745       -31.456      313182.5
    335.458540        58.258       -33.442      313237.1
    334.253955        54.752       -35.112      313291.7
    332.990925        51.231       -36.551      313346.2
    331.689347        47.700       -37.817      313400.8
    330.369712        44.160       -38.951      313455.3
    329.052782        40.614       -39.983      313509.9
    327.759266        37.063       -40.933      313564.5
    326.509490        33.508       -41.818      313619.0
    325.323081        29.950       -42.652      313673.6
    324.218663        26.389       -43.443      313728.2
    323.213560        22.826       -44.201      313782.7
    322.323532        19.261       -44.931      313837.3
    321.562530        15.695       -45.640      313891.8
    320.942475        12.128       -46.333      313946.4
    320.473079         8.561       -47.013      314001.0
    320.161691         4.993       -47.685      314055.5
    320.013187         1.424       -48.352      314110.1
    320.029891        -2.144       -49.018      314164.6
    320.211541        -5.713       -49.685      314219.2
    320.555294        -9.281       -50.358      314273.8
    321.055769       -12.848       -51.041      314328.3
    321.705128       -16.415       -51.736      314382.9
    322.493202       -19.981       -52.449      314437.5
    323.407641       -23.545       -53.185      314492.0
    324.434113       -27.108       -53.949      314546.6
    325.556522       -30.668       -54.748      314601.1
    326.757257       -34.226       -55.591      314655.7
    328.017470       -37.780       -56.488      314710.3
    329.317366       -41.330       -57.453      314764.8
    330.636516       -44.875       -58.504      314819.4
    331.954175       -48.413       -59.662      314873.9
    333.249609       -51.943       -60.959      314928.5
    334.502420       -55.461       -62.440      314983.1
    335.692871       -58.964       -64.165      315037.6
    336.802196       -62.445       -66.229      315092.2
    337.812899       -65.897       -68.774      315146.8
    338.709029       -69.302       -72.037      315201.3
    339.476440       -72.635       -76.419      315255.9
    340.103013       -75.843       -82.655      315310.4
    340.578847       -78.818       -92.155      315365.0
    340.896423       -81.320      -107.520      315419.6
    341.050722       -82.831      -131.687      315474.1
    341.039305       -82.709      -160.766      315528.7
    340.862353       -81.019       176.316      315583.2
    340.522662       -78.430       161.960      315637.8
    340.025601       -75.412       153.032      315692.4
    339.379025       -72.182       147.113      315746.9
    338.593149       -68.837       142.919      315801.5
    337.680383       -65.424       139.774      315856.1
    336.655137       -61.968       137.306      315910.6
    335.533588       -58.483       135.296      315965.2
    334.333425       -54.978       133.609      316019.7
    333.073565       -51.458       132.157      316074.3
    331.773855       -47.927       130.881      316128.9
    330.454758       -44.388       129.739      316183.4
    329.137029       -40.842       128.702      316238.0
    327.841388       -37.292       127.747      316292.5
    326.588198       -33.737       126.858      316347.1
    325.397140       -30.179       126.021      316401.7
    324.286909       -26.618       125.227      316456.2
    323.274923       -23.055       124.468      316510.8
    322.377052       -19.491       123.736      316565.4
    321.607366       -15.925       123.025      316619.9
    320.977926       -12.358       122.332      316674.5
    320.498589        -8.790       121.651      316729.0
    320.176862        -5.222       120.979      316783.6
    320.017780        -1.654       120.312      316838.2
    320.023835         1.915       119.646      316892.7
    320.194931         5.483       118.979      316947.3
    320.528390         9.051       118.306      317001.8
    321.018991        12.619       117.624      317056.4
